image_id,caption
3228069008_edb2961fc4.jpg,a dog is running through a field
2225231022_1632d0a5aa.jpg,a man in a black shirt and a blond woman in a black shirt are standing in front of a store
3245070961_8977fdd548.jpg,a man in a red shirt is standing on a sidewalk
3484832904_08619300d9.jpg,a boy in a blue shirt hits a baseball
2542662402_d781dd7f7c.jpg,a dog is running through a grassy area
1917265421_aeccf1ca38.jpg,a man in a red shirt is standing on a sidewalk
3225310099_d8e419ba56.jpg,a man is kayaking down a river
2075321027_c8fcbaf581.jpg,a man in a blue shirt is standing on a fancy bike
2358561039_e215a8d6cd.jpg,a man in a red shirt is standing on a dock
3696698390_989f1488e7.jpg,a man is riding a bicycle on a rocky trail
1248940539_46d33ed487.jpg,a man in a red shirt is standing on a rock near a body of water
3365783912_e12c3510d8.jpg,a man in a blue shirt and black pants is walking down the street
2843695880_eeea6c67db.jpg,a man in a black and white suit is standing on the shore of a lake
421730441_6b2267fd31.jpg,a man in a black shirt and a blond woman in a hat and sunglasses
3458211052_bb73084398.jpg,a man is standing on a snowy hill
2718495608_d8533e3ac5.jpg,a man in a black shirt is standing in front of a white building
2892995070_39f3c9a56e.jpg,a black dog is running through the water
2061354254_faa5bd294b.jpg,a man in a red shirt is playing a sport in a park
3613955682_3860e116cf.jpg,a group of people gather outside of a building
3685328542_ab999b83bb.jpg,a group of people are walking through a parking lot
2878272032_fda05ffac7.jpg,a black dog is running through the water
3250695024_93e8ab7305.jpg,a man in a black shirt and a blond woman in a black shirt are standing in front of a store
2589241160_3832440850.jpg,a dog is running through a grassy field
488590040_35a3e96c89.jpg,a man in a red shirt is standing on a snowy mountain
2479162876_a5ce3306af.jpg,a brown dog is running in the grass
2844641033_dab3715a99.jpg,a boy in a red shirt is splashing in the water
136886677_6026c622eb.jpg,a man is standing on a dock and casting a thumbs up
350443876_c9769f5734.jpg,a man in a red shirt is standing in front of a large crowd
2631300484_be8621d17b.jpg,a man in a red shirt is standing on a sidewalk
2891617125_f939f604c7.jpg,a man in a red shirt and blue cap is riding a bicycle on a trail
2774430374_fee1d793e7.jpg,a man in a red shirt is standing on a sidewalk
2248487950_c62d0c81a9.jpg,a man in a hat and a woman in a hat and sunglasses
2120411340_104eb610b1.jpg,a dog is running through a grassy field
3334537556_a2cf4e9b9a.jpg,a man in a red shirt is standing on a snowy path
3119076670_64b5340530.jpg,a man in a red shirt is snowboarding down a railing
224369028_b1ac40d1fa.jpg,a man in a red shirt is standing on a snowy path
1237985362_dbafc59280.jpg,a woman in a red shirt is standing in front of a crowd
2943023421_e297f05e11.jpg,a car is driving through mud
2288099178_41091aa00c.jpg,a group of people are standing in a line in the desert
2295750198_6d152d7ceb.jpg,a man in a red shirt is standing on a rock near a river
929679367_ff8c7df2ee.jpg,a dog is running through a field
96420612_feb18fc6c6.jpg,a man is surfing on a large wave
3610683688_bbe6d725ed.jpg,a brown dog is running through the water
3019842612_8501c1791e.jpg,a man in a red shirt is standing on a sidewalk
1220401002_3f44b1f3f7.jpg,a young boy is running through a grassy field
997722733_0cb5439472.jpg,a man is climbing up a large rock
3472364264_dbde5a8d0a.jpg,a black dog is swimming in a pool
1298295313_db1f4c6522.jpg,a man in a red shirt is standing on a beach
3558370311_5734a15890.jpg,a man is biking down a snowy hill
2612488996_9450de0e54.jpg,a man in a black shirt and black pants is standing in front of a white building
3427118504_93126c83e0.jpg,a man in a red shirt is standing in front of a white building
3181701312_70a379ab6e.jpg,a man in a black shirt is standing in front of a white building
2345984157_724823b1e4.jpg,a dog is running through the snow
3244747165_17028936e0.jpg,a woman in a black shirt is standing in front of a crowd
370713359_7560808550.jpg,a man in a black shirt is standing in front of a skyscraper
2847615962_c330bded6e.jpg,a dog is running through a grassy area
3694064560_467683205b.jpg,a man in a red shirt is standing in front of a white building
1554713437_61b64527dd.jpg,a dog is running through the snow
354642192_3b7666a2dd.jpg,a man is standing on rocks and casting a fishing pole
3641022607_e7a5455d6c.jpg,a man is kayaking through rough waters
3468694409_a51571d621.jpg,a group of people are walking in a parade
524105255_b346f288be.jpg,a man in a red shirt is standing on a sidewalk
1122944218_8eb3607403.jpg,a woman in a pink shirt is standing in front of a crowd
3347798761_5c5260b000.jpg,a man is hiking through the snow
3630332976_fdba22c50b.jpg,a man in a red shirt is standing in front of a white building
3658427967_6e2e57458d.jpg,a man in a red shirt is standing on a dock
3619416477_9d18580a14.jpg,a dog is running through the water
561940436_64d6fc125d.jpg,a man in a black shirt is standing in front of a white building
3107513635_fe8a21f148.jpg,a man in a red shirt is standing in front of a white building
3028969146_26929ae0e8.jpg,a dog is running through a field
1433142189_cda8652603.jpg,a man is standing on a snowy cliff
2525270674_4ab536e7ec.jpg,a dog is running through a grassy field
505929313_7668f021ab.jpg,a black dog is running through the water
136644343_0e2b423829.jpg,a boy in a red shirt is swinging on a swing
3767841911_6678052eb6.jpg,a boy in a red shirt is running through a grassy area
3223224391_be50bf4f43.jpg,a black dog is running through the water
3571147934_d1c8af1d6e.jpg,a man in a red shirt is standing on a busy street
2689001252_e0016c89f0.jpg,a woman in a red shirt is standing on a dock
3497224764_6e17544e0d.jpg,a man in a red shirt is standing in front of a white building
3530843182_35af2c821c.jpg,a man in a black shirt and a blond woman in a black shirt are standing in front of a store
2815256108_fc1302117d.jpg,a man in a red shirt is standing in front of a white building
466956209_2ffcea3941.jpg,a man is climbing up a large rock
229862312_1a0ba19dab.jpg,a brown dog is running through the grass
384577800_fc325af410.jpg,a dog is running through the snow
1387785218_cee67735f5.jpg,a man in a red shirt is standing on a sidewalk
3301811927_a2797339e5.jpg,a man in a red shirt is running on the field
3591458156_f1a9a33918.jpg,a man is lying on a grassy lawn
2913965136_2d00136697.jpg,a boy in a blue shirt and blue shorts and a blue uniform kicking a soccer ball in a field
2480327661_fb69829f57.jpg,a man in a red shirt is playing music
1343426964_cde3fb54e8.jpg,a man is standing on a snowy mountain
2453971388_76616b6a82.jpg,a boy in a red shirt is playing in the water
539751252_2bd88c456b.jpg,a little boy is jumping on a bed
2239938351_43c73c887c.jpg,a black and white dog is running through a field of grass spotted by spotted birds
3259991972_fce3ab18b2.jpg,a man in a red shirt is standing on a sidewalk
2526041608_a9775ab8d7.jpg,a man in a red shirt is throwing a flag
3398746625_5199beea71.jpg,a man in a red shirt is standing on a rock near a body of water
3192069971_83c5a90b4c.jpg,a man in a red shirt is standing on a sidewalk
2662845514_8620aaee96.jpg,a man is standing on a dock and reading a book
1415591512_a84644750c.jpg,a man in a red shirt is standing on a sidewalk
3301859683_2d5e4b40a3.jpg,a man is skiing down a snowy hill
500446858_125702b296.jpg,a man in a red shirt is standing on a sidewalk
375392855_54d46ed5c8.jpg,a man in a red shirt is standing on a snowy path
241345844_69e1c22464.jpg,a group of people are walking in a parade
2497420371_74788d7ba1.jpg,a man in a red shirt is standing on a sidewalk
241345905_5826a72da1.jpg,a man in a red shirt is standing on a busy day
2885387575_9127ea10f1.jpg,a dog is running through a grassy field
241347204_007d83e252.jpg,a group of people ride horses in a parade
3361990489_92244a58ef.jpg,a man in a red shirt is standing on a sidewalk
2112921744_92bf706805.jpg,a dog is running through a field of grass
534875358_6ea30d3091.jpg,a man in a red shirt is standing on a sidewalk
434792818_56375e203f.jpg,a man in a red shirt is standing on a dock
3449114979_6cdc3e8da8.jpg,a man in a red shirt is standing on a street
3192266178_f9bf5d3dba.jpg,a man in a red shirt is standing on a park bench
3016606751_0e8be20abd.jpg,a man is climbing up a very large rock
2704934519_457dc38986.jpg,a boy in a red shirt is standing on a dock
494921598_af73bda568.jpg,a man in a red shirt and pumps pushing a red hockey arm
2854207034_1f00555703.jpg,a man in a red shirt is standing on a rock near a waterfront
745880539_cd3f948837.jpg,a dog is running through a field
3119875880_22f9129a1c.jpg,a man is rock climbing
2414397449_2ac3b78e0d.jpg,a dog is running through a field
2648165716_02e2e74fd6.jpg,a woman in a red shirt is standing in front of a house
3155451946_c0862c70cb.jpg,a man in a white sports outfit is dribbling a basketball
2575647360_f5de38c751.jpg,a man in a black shirt is standing in front of a group of people
2966552760_e65b22cd26.jpg,a woman in a red shirt is standing in front of a crowd
2944836001_b38b516286.jpg,a man in a red shirt is standing on a sidewalk
435827376_4384c3005a.jpg,a man in a red shirt is standing in front of a white building
3584534971_b44f82c4b9.jpg,a man is riding a bicycle on a rocky trail
191003285_edd8d0cf58.jpg,a man in a black shirt is standing in front of a white building
3435035138_af32890a4c.jpg,a brown dog is running through the water
1056338697_4f7d7ce270.jpg,a man in a red shirt is standing on a sidewalk
542179694_e170e9e465.jpg,a man in a red shirt is standing on a sidewalk
523985664_c866af4850.jpg,a man in a black shirt is standing in front of a man in a black shirt
3125309108_1011486589.jpg,a man in a red shirt is running towards a ball
509123893_07b8ea82a9.jpg,a young boy is licking a sleeping tiger
2378149488_648e5deeac.jpg,a man in a red shirt is standing on a sidewalk
3139160252_75109e9e05.jpg,a man in a black shirt is standing in front of a white building
3009644534_992e9ea2a7.jpg,a dog is running through a grassy field
3609032038_005c789f64.jpg,a man in a red helmet and black gear riding a bike
2914206497_5e36ac6324.jpg,a car is driving on a wet road
424416723_19c56cb365.jpg,a dog is running through the snow
473220329_819a913bbb.jpg,a man in a red shirt is standing on a sidewalk
2893374123_087f98d58a.jpg,a man in a red shirt and black hat is riding a unicycle on a street
3141293960_74459f0a24.jpg,a man in a red shirt is doing a skateboard trick
3245912109_fdeef6b456.jpg,a man in a red shirt is standing in front of a crowd
2343525685_3eba3b6686.jpg,a man in a red shirt is standing on a mountaintop
1561658940_a947f2446a.jpg,a boy in a swing
3399284917_721aefe2a7.jpg,a boy in a red shirt is swinging on a swing
2599444370_9e40103027.jpg,a brown dog is swimming in a pool
2646116932_232573f030.jpg,a boy in a red shirt is running through the grass
3364151356_eecd07a23e.jpg,a brown dog is running through the grass
493109089_468e105233.jpg,a boy in a red shirt is swinging on a swing
3245460937_2710a82709.jpg,a boy in a blue shirt hits a baseball
416788726_5b4eb1466e.jpg,a group of people gather outside of a building
2693425189_47740c22ed.jpg,a boy in a red shirt is jumping off a pier into a lake
2950905787_f2017d3e49.jpg,a man is hiking down a rocky path
524282699_71e678a6bd.jpg,a dog is running through the snow
3424424006_98f9d1921c.jpg,a man in a red shirt is standing on a sidewalk
2228022180_9597b2a458.jpg,a group of people are standing in front of a building
3639967449_137f48b43d.jpg,a woman in a black shirt is standing in front of a crowd
339658315_fbb178c252.jpg,a man in a blue shirt is standing in front of a white building
3453259666_9ecaa8bb4b.jpg,a boy in a swing
444057017_f1e0fcaef7.jpg,a man in a red shirt is standing on a dock
3222055946_45f7293bb2.jpg,a man in a red shirt dribbles a basketball
3185371756_ff4e9fa8a6.jpg,a man in a red shirt is standing on a sidewalk
3421789737_f625dd17ed.jpg,a boy in a red shirt is jumping off a short slide
2103568100_5d018c495b.jpg,a black dog is running through the water
315880837_90db309bab.jpg,a dog is running through a stream
3138399980_d6ab8b2272.jpg,a man in a red shirt is standing on a sidewalk
3544793763_b38546a5e8.jpg,a man in a red shirt is jogging past a group of people
1417031097_ab656bc4bd.jpg,a man in a red shirt is standing on a sidewalk
373394550_1b2296b8c4.jpg,a man in a black shirt is standing in front of a white building
3323988406_e3c8fce690.jpg,a man in a red shirt is standing on a dock
3214885227_2be09e7cfb.jpg,a man is standing on a dock and watches a child
3385593926_d3e9c21170.jpg,a brown dog is running through the grass
2587818583_4aa8e7b174.jpg,a boy in a red shirt is jumping off a metal railing
3145967309_b33abe4d84.jpg,a man in a black shirt is standing in front of a man in a black shirt
3044500219_778f9f2b71.jpg,a man in a black shirt is standing in front of a woman in a black shirt
1389264266_8170bc1c54.jpg,a man in a red shirt is standing in front of a white building
3554634863_5f6f616639.jpg,a man in a black shirt is standing in front of a crowd
439037721_cdf1fc7358.jpg,a man in a red shirt is standing on a rock near a body of water
3159995270_17334ccb5b.jpg,a man is skiing down a snowy hill
2183227136_8bb657846b.jpg,a man in a red shirt is standing on a dock
223299142_521aedf9e7.jpg,a man is standing on top of a mountain
2869491449_1041485a6b.jpg,a black dog is running through the grass
3692593096_fbaea67476.jpg,a man is standing on top of a mountain gazing at a large mountain
3657016761_d553e514d9.jpg,a boy in a red shirt is jumping off a short slide
2207244634_1db1a1890b.jpg,a man in a red shirt is standing on a sidewalk
279728508_6bd7281f3c.jpg,a man in a red shirt is standing on a rock near a body of water
3095225232_2e6e6dc92e.jpg,a man in a red shirt is standing on a sidewalk
2797149878_bb8e27ecf9.jpg,a man in a red shirt is riding a unicycle down a railing
514990193_2d2422af2c.jpg,a man in a red shirt is standing on a snowy path
3613424631_3ae537624f.jpg,a man is biking down a snowy hill
2196107384_361d73a170.jpg,a man in a red shirt is standing on a sidewalk
2806710650_e201acd913.jpg,a man in a red shirt is standing on a sidewalk
3503689049_63212220be.jpg,a man wearing a hat and a hat stands next to a man wearing a hat
